Date,cl_period,KEY_PERIOD,BC,r
2026-08-12,CL,6Y,MGNT,0.10696668004585064
2026-08-12,CL,7Y,MGNT,0.10696668004585064
2026-08-12,CL,8Y,MGNT,0.10696668004585064
2026-08-12,CL,9Y,MGNT,0.10696668004585064
2026-08-12,CL,10Y,MGNT,0.10696668004585064
2026-08-12,CL,1D,MIX,0.08013341131619228
2026-08-12,CL,1W,MIX,0.08013341131619228
2026-08-12,CL,2W,MIX,0.08013341131619228
2026-08-12,CL,1M,MIX,0.08013341131619228
2026-08-12,CL,2M,MIX,0.08013341131619228
2026-08-12,CL,3M,MIX,0.08013341131619228
2026-08-12,CL,6M,MIX,0.08358848725109184
2026-08-12,CL,9M,MIX,0.09286202800159632
2026-08-12,CL,1Y,MIX,0.08842565531839065
2026-08-12,CL,2Y,MIX,0.11014160640396561
2026-08-12,CL,3Y,MIX,0.11014160640396561
2026-08-12,CL,4Y,MIX,0.11014160640396561
2026-08-12,CL,5Y,MIX,0.11014160640396561
2026-08-12,CL,6Y,MIX,0.11014160640396561
2026-08-12,CL,7Y,MIX,0.11014160640396561
2026-08-12,CL,8Y,MIX,0.11014160640396561
2026-08-12,CL,9Y,MIX,0.11014160640396561
2026-08-12,CL,10Y,MIX,0.11014160640396561
2026-08-12,CL,1D,MMI,-0.0012413332438805044
2026-08-12,CL,1W,MMI,-0.0012413332438805044
2026-08-12,CL,2W,MMI,-0.0012413332438805044
2026-08-12,CL,1M,MMI,-0.0012413332438805044
2026-08-12,CL,2M,MMI,0.01278809711331224
2026-08-12,CL,3M,MMI,0.030324885059803172
2026-08-12,CL,6M,MMI,0.05195359019380865
2026-08-12,CL,9M,MMI,0.05195359019380865
2026-08-12,CL,1Y,MMI,0.05195359019380865
2026-08-12,CL,2Y,MMI,0.05195359019380865
2026-08-12,CL,3Y,MMI,0.05195359019380865
2026-08-12,CL,4Y,MMI,0.05195359019380865
2026-08-12,CL,5Y,MMI,0.05195359019380865
2026-08-12,CL,6Y,MMI,0.05195359019380865
2026-08-12,CL,7Y,MMI,0.05195359019380865
2026-08-12,CL,8Y,MMI,0.05195359019380865
2026-08-12,CL,9Y,MMI,0.05195359019380865
2026-08-12,CL,10Y,MMI,0.05195359019380865
2026-08-12,CL,1D,MOEX,0.03141700855679857
2026-08-12,CL,1W,MOEX,0.03141700855679857
2026-08-12,CL,2W,MOEX,0.03141700855679857
2026-08-12,CL,1M,MOEX,0.03141700855679857
2026-08-12,CL,2M,MOEX,0.050120679122426945
2026-08-12,CL,3M,MOEX,0.07350026732946241
2026-08-12,CL,6M,MOEX,0.10233509278480614
2026-08-12,CL,9M,MOEX,0.10233509278480614
2026-08-12,CL,1Y,MOEX,0.10233509278480614
2026-08-12,CL,2Y,MOEX,0.10233509278480614
2026-08-12,CL,3Y,MOEX,0.10233509278480614
2026-08-12,CL,4Y,MOEX,0.10233509278480614
2026-08-12,CL,5Y,MOEX,0.10233509278480614
2026-08-12,CL,6Y,MOEX,0.10233509278480614
2026-08-12,CL,7Y,MOEX,0.10233509278480614
2026-08-12,CL,8Y,MOEX,0.10233509278480614
2026-08-12,CL,9Y,MOEX,0.10233509278480614
2026-08-12,CL,10Y,MOEX,0.10233509278480614
2026-08-12,CL,1D,MOEXCNY,-0.022505866930117913
2026-08-12,CL,1W,MOEXCNY,-0.022505866930117913
2026-08-12,CL,2W,MOEXCNY,-0.022505866930117913
2026-08-12,CL,1M,MOEXCNY,-0.022505866930117913
2026-08-12,CL,2M,MOEXCNY,-0.010048972046173894
2026-08-12,CL,3M,MOEXCNY,0.00552214655875613
2026-08-12,CL,6M,MOEXCNY,0.02472652617150316
2026-08-12,CL,9M,MOEXCNY,0.02472652617150316
2026-08-12,CL,1Y,MOEXCNY,0.02472652617150316
2026-08-12,CL,2Y,MOEXCNY,0.02472652617150316
2026-08-12,CL,3Y,MOEXCNY,0.02472652617150316
2026-08-12,CL,4Y,MOEXCNY,0.02472652617150316
2026-08-12,CL,5Y,MOEXCNY,0.02472652617150316
2026-08-12,CL,6Y,MOEXCNY,0.02472652617150316
2026-08-12,CL,7Y,MOEXCNY,0.02472652617150316
2026-08-12,CL,8Y,MOEXCNY,0.02472652617150316
2026-08-12,CL,9Y,MOEXCNY,0.02472652617150316
2026-08-12,CL,10Y,MOEXCNY,0.02472652617150316
2026-08-12,CL,1D,MTLR,-0.6527280989417791
2026-08-12,CL,1W,MTLR,-0.6527280989417791
2026-08-12,CL,2W,MTLR,-0.6527280989417791
2026-08-12,CL,1M,MTLR,-0.6527280989417791
2026-08-12,CL,2M,MTLR,-0.5230074603022346
2026-08-12,CL,3M,MTLR,-0.36085666200280403
2026-08-12,CL,6M,MTLR,-0.1608706774335063
2026-08-12,CL,9M,MTLR,-0.1608706774335063
2026-08-12,CL,1Y,MTLR,-0.1608706774335063
2026-08-12,CL,2Y,MTLR,-0.1608706774335063
2026-08-12,CL,3Y,MTLR,-0.1608706774335063
2026-08-12,CL,4Y,MTLR,-0.1608706774335063
2026-08-12,CL,5Y,MTLR,-0.1608706774335063
2026-08-12,CL,6Y,MTLR,-0.1608706774335063
2026-08-12,CL,7Y,MTLR,-0.1608706774335063
2026-08-12,CL,8Y,MTLR,-0.1608706774335063
2026-08-12,CL,9Y,MTLR,-0.1608706774335063
2026-08-12,CL,10Y,MTLR,-0.1608706774335063
2026-08-12,CL,1D,MTSI,0.1825486389292535
2026-08-12,CL,1W,MTSI,0.1825486389292535
2026-08-12,CL,2W,MTSI,0.1825486389292535
2026-08-12,CL,1M,MTSI,0.1825486389292535
2026-08-12,CL,2M,MTSI,0.1666051828684162
2026-08-12,CL,3M,MTSI,0.1466758627923696
2026-08-12,CL,6M,MTSI,0.12209636803191211
2026-08-12,CL,9M,MTSI,0.12209636803191211
2026-08-12,CL,1Y,MTSI,0.12209636803191211
2026-08-12,CL,2Y,MTSI,0.12209636803191211
2026-08-12,CL,3Y,MTSI,0.12209636803191211
2026-08-12,CL,4Y,MTSI,0.12209636803191211
2026-08-12,CL,5Y,MTSI,0.12209636803191211
2026-08-12,CL,6Y,MTSI,0.12209636803191211
2026-08-12,CL,7Y,MTSI,0.12209636803191211
2026-08-12,CL,8Y,MTSI,0.12209636803191211
2026-08-12,CL,9Y,MTSI,0.12209636803191211
2026-08-12,CL,10Y,MTSI,0.12209636803191211
2026-08-12,CL,1D,MVID,-0.4319556564817573
2026-08-12,CL,1W,MVID,-0.4319556564817573
2026-08-12,CL,2W,MVID,-0.4319556564817573
2026-08-12,CL,1M,MVID,-0.4319556564817573
2026-08-12,CL,2M,MVID,-0.3882745137866282
2026-08-12,CL,3M,MVID,-0.3336730854177168
2026-08-12,CL,6M,MVID,-0.266331323762726
2026-08-12,CL,9M,MVID,-0.266331323762726
2026-08-12,CL,1Y,MVID,-0.266331323762726
2026-08-12,CL,2Y,MVID,-0.266331323762726
2026-08-12,CL,3Y,MVID,-0.266331323762726
2026-08-12,CL,4Y,MVID,-0.266331323762726
2026-08-12,CL,5Y,MVID,-0.266331323762726
2026-08-12,CL,6Y,MVID,-0.266331323762726
2026-08-12,CL,7Y,MVID,-0.266331323762726
2026-08-12,CL,8Y,MVID,-0.266331323762726
2026-08-12,CL,9Y,MVID,-0.266331323762726
2026-08-12,CL,10Y,MVID,-0.266331323762726
2026-08-12,CL,1D,MXI,0.07468108036348724
2026-08-12,CL,1W,MXI,0.07468108036348724
2026-08-12,CL,2W,MXI,0.07468108036348724
2026-08-12,CL,1M,MXI,0.07468108036348724
2026-08-12,CL,2M,MXI,0.07601609519286923
2026-08-12,CL,3M,MXI,0.07768486372959672
2026-08-12,CL,6M,MXI,0.08326751202474272
2026-08-12,CL,9M,MXI,0.0888982448726127
2026-08-12,CL,1Y,MXI,0.09009865300105149
2026-08-12,CL,2Y,MXI,0.0919854065519151
2026-08-12,CL,3Y,MXI,0.0919854065519151
2026-08-12,CL,4Y,MXI,0.0919854065519151
2026-08-12,CL,5Y,MXI,0.0919854065519151
2026-08-12,CL,6Y,MXI,0.0919854065519151
2026-08-12,CL,7Y,MXI,0.0919854065519151
2026-08-12,CL,8Y,MXI,0.0919854065519151
2026-08-12,CL,9Y,MXI,0.0919854065519151
2026-08-12,CL,10Y,MXI,0.0919854065519151
2026-08-12,CL,1D,NASD,0.01171721679962733
2026-08-12,CL,1W,NASD,0.01171721679962733
2026-08-12,CL,2W,NASD,0.01171721679962733
2026-08-12,CL,1M,NASD,0.01171721679962733
2026-08-12,CL,2M,NASD,0.01171721679962733
2026-08-12,CL,3M,NASD,0.01171721679962733
2026-08-12,CL,6M,NASD,0.004276753717565724
2026-08-12,CL,9M,NASD,0.010916185628098186
2026-08-12,CL,1Y,NASD,0.011148229946101831
2026-08-12,CL,2Y,NASD,0.011148229946101831
2026-08-12,CL,3Y,NASD,0.011148229946101831
2026-08-12,CL,4Y,NASD,0.011148229946101831
2026-08-12,CL,5Y,NASD,0.011148229946101831
2026-08-12,CL,6Y,NASD,0.011148229946101831
2026-08-12,CL,7Y,NASD,0.011148229946101831
2026-08-12,CL,8Y,NASD,0.011148229946101831
2026-08-12,CL,9Y,NASD,0.011148229946101831
2026-08-12,CL,10Y,NASD,0.011148229946101831
2026-08-12,CL,1D,NG,0.25183912447643203
2026-08-12,CL,1W,NG,0.25183912447643203
2026-08-12,CL,2W,NG,0.25183912447643203
2026-08-12,CL,1M,NG,0.25183912447643203
2026-08-12,CL,2M,NG,0.6104834771228231
2026-08-12,CL,3M,NG,1.174607100341038
2026-08-12,CL,6M,NG,0.3322434615597721
2026-08-12,CL,9M,NG,0.3143242282208647
2026-08-12,CL,1Y,NG,0.3143242282208647
2026-08-12,CL,2Y,NG,0.3143242282208647
2026-08-12,CL,3Y,NG,0.3143242282208647
2026-08-12,CL,4Y,NG,0.3143242282208647
2026-08-12,CL,5Y,NG,0.3143242282208647
2026-08-12,CL,6Y,NG,0.3143242282208647
2026-08-12,CL,7Y,NG,0.3143242282208647
2026-08-12,CL,8Y,NG,0.3143242282208647
2026-08-12,CL,9Y,NG,0.3143242282208647
2026-08-12,CL,10Y,NG,0.3143242282208647
2026-08-12,CL,1D,NGM,0.2477979375431036
2026-08-12,CL,1W,NGM,0.2477979375431036
2026-08-12,CL,2W,NGM,0.2477979375431036
2026-08-12,CL,1M,NGM,0.2477979375431036
2026-08-12,CL,2M,NGM,0.6152535145031329
2026-08-12,CL,3M,NGM,1.1677879430320468
2026-08-12,CL,6M,NGM,0.37768344557020345
2026-08-12,CL,9M,NGM,0.36134514435474374
2026-08-12,CL,1Y,NGM,0.36134514435474374
2026-08-12,CL,2Y,NGM,0.36134514435474374
2026-08-12,CL,3Y,NGM,0.36134514435474374
2026-08-12,CL,4Y,NGM,0.36134514435474374
2026-08-12,CL,5Y,NGM,0.36134514435474374
2026-08-12,CL,6Y,NGM,0.36134514435474374
2026-08-12,CL,7Y,NGM,0.36134514435474374
2026-08-12,CL,8Y,NGM,0.36134514435474374
2026-08-12,CL,9Y,NGM,0.36134514435474374
2026-08-12,CL,10Y,NGM,0.36134514435474374
2026-08-12,CL,1D,NICKEL,0.06485644632205975
2026-08-12,CL,1W,NICKEL,0.06485644632205975
2026-08-12,CL,2W,NICKEL,0.06485644632205975
2026-08-12,CL,1M,NICKEL,0.06485644632205975
2026-08-12,CL,2M,NICKEL,0.06485644632205975
2026-08-12,CL,3M,NICKEL,0.06485644632205975
2026-08-12,CL,6M,NICKEL,0.06485644632205975
2026-08-12,CL,9M,NICKEL,0.06485644632205975
2026-08-12,CL,1Y,NICKEL,0.06485644632205975
2026-08-12,CL,2Y,NICKEL,0.06485644632205975
2026-08-12,CL,3Y,NICKEL,0.06485644632205975
2026-08-12,CL,4Y,NICKEL,0.06485644632205975
2026-08-12,CL,5Y,NICKEL,0.06485644632205975
2026-08-12,CL,6Y,NICKEL,0.06485644632205975
2026-08-12,CL,7Y,NICKEL,0.06485644632205975
2026-08-12,CL,8Y,NICKEL,0.06485644632205975
2026-08-12,CL,9Y,NICKEL,0.06485644632205975
2026-08-12,CL,10Y,NICKEL,0.06485644632205975
2026-08-12,CL,1D,NIKK,-0.045525061200884724
2026-08-12,CL,1W,NIKK,-0.045525061200884724
2026-08-12,CL,2W,NIKK,-0.045525061200884724
2026-08-12,CL,1M,NIKK,-0.045525061200884724
2026-08-12,CL,2M,NIKK,-0.045525061200884724
2026-08-12,CL,3M,NIKK,-0.045525061200884724
2026-08-12,CL,6M,NIKK,-0.045525061200884724
2026-08-12,CL,9M,NIKK,-0.045525061200884724
2026-08-12,CL,1Y,NIKK,-0.045525061200884724
2026-08-12,CL,2Y,NIKK,-0.045525061200884724
2026-08-12,CL,3Y,NIKK,-0.045525061200884724
2026-08-12,CL,4Y,NIKK,-0.045525061200884724
2026-08-12,CL,5Y,NIKK,-0.045525061200884724
2026-08-12,CL,6Y,NIKK,-0.045525061200884724
2026-08-12,CL,7Y,NIKK,-0.045525061200884724
2026-08-12,CL,8Y,NIKK,-0.045525061200884724
2026-08-12,CL,9Y,NIKK,-0.045525061200884724
2026-08-12,CL,10Y,NIKK,-0.045525061200884724
2026-08-12,CL,1D,NLMK,0.1063343662605595
2026-08-12,CL,1W,NLMK,0.1063343662605595
2026-08-12,CL,2W,NLMK,0.1063343662605595
2026-08-12,CL,1M,NLMK,0.1063343662605595
2026-08-12,CL,2M,NLMK,0.11055789121960374
2026-08-12,CL,3M,NLMK,0.11583729741840904
2026-08-12,CL,6M,NLMK,0.12234856506360224
2026-08-12,CL,9M,NLMK,0.12234856506360224
2026-08-12,CL,1Y,NLMK,0.12234856506360224
2026-08-12,CL,2Y,NLMK,0.12234856506360224
2026-08-12,CL,3Y,NLMK,0.12234856506360224
2026-08-12,CL,4Y,NLMK,0.12234856506360224
2026-08-12,CL,5Y,NLMK,0.12234856506360224
2026-08-12,CL,6Y,NLMK,0.12234856506360224
2026-08-12,CL,7Y,NLMK,0.12234856506360224
2026-08-12,CL,8Y,NLMK,0.12234856506360224
2026-08-12,CL,9Y,NLMK,0.12234856506360224
2026-08-12,CL,10Y,NLMK,0.12234856506360224
2026-08-12,CL,1D,NOTKM,0.03691465012794794
2026-08-12,CL,1W,NOTKM,0.03691465012794794
2026-08-12,CL,2W,NOTKM,0.03691465012794794
2026-08-12,CL,1M,NOTKM,0.03691465012794794
2026-08-12,CL,2M,NOTKM,0.051872215132295035
2026-08-12,CL,3M,NOTKM,0.07056917138772892
2026-08-12,CL,6M,NOTKM,0.0936287507694307
2026-08-12,CL,9M,NOTKM,0.0936287507694307
2026-08-12,CL,1Y,NOTKM,0.0936287507694307
2026-08-12,CL,2Y,NOTKM,0.0936287507694307
2026-08-12,CL,3Y,NOTKM,0.0936287507694307
2026-08-12,CL,4Y,NOTKM,0.0936287507694307
2026-08-12,CL,5Y,NOTKM,0.0936287507694307
2026-08-12,CL,6Y,NOTKM,0.0936287507694307
2026-08-12,CL,7Y,NOTKM,0.0936287507694307
2026-08-12,CL,8Y,NOTKM,0.0936287507694307
2026-08-12,CL,9Y,NOTKM,0.0936287507694307
2026-08-12,CL,10Y,NOTKM,0.0936287507694307
2026-08-12,CL,1D,NOVARTIS,0.07004686350363218
2026-08-12,CL,1W,NOVARTIS,0.07004686350363218
2026-08-12,CL,2W,NOVARTIS,0.07004686350363218
2026-08-12,CL,1M,NOVARTIS,0.07004686350363218
2026-08-12,CL,2M,NOVARTIS,0.07004686350363218
2026-08-12,CL,3M,NOVARTIS,0.07004686350363218
2026-08-12,CL,6M,NOVARTIS,0.07004686350363218
2026-08-12,CL,9M,NOVARTIS,0.07004686350363218
2026-08-12,CL,1Y,NOVARTIS,0.07004686350363218
2026-08-12,CL,2Y,NOVARTIS,0.07004686350363218
2026-08-12,CL,3Y,NOVARTIS,0.07004686350363218
2026-08-12,CL,4Y,NOVARTIS,0.07004686350363218
2026-08-12,CL,5Y,NOVARTIS,0.07004686350363218
2026-08-12,CL,6Y,NOVARTIS,0.07004686350363218
2026-08-12,CL,7Y,NOVARTIS,0.07004686350363218
2026-08-12,CL,8Y,NOVARTIS,0.07004686350363218
2026-08-12,CL,9Y,NOVARTIS,0.07004686350363218
2026-08-12,CL,10Y,NOVARTIS,0.07004686350363218
2026-08-12,CL,1D,OGI,0.06790715083051986
2026-08-12,CL,1W,OGI,0.06790715083051986
2026-08-12,CL,2W,OGI,0.06790715083051986
2026-08-12,CL,1M,OGI,0.06790715083051986
2026-08-12,CL,2M,OGI,0.09469056523314781
2026-08-12,CL,3M,OGI,0.12816983323643275
2026-08-12,CL,6M,OGI,0.16946093044048416
2026-08-12,CL,9M,OGI,0.16946093044048416
2026-08-12,CL,1Y,OGI,0.16946093044048416
2026-08-12,CL,2Y,OGI,0.16946093044048416
2026-08-12,CL,3Y,OGI,0.16946093044048416
2026-08-12,CL,4Y,OGI,0.16946093044048416
2026-08-12,CL,5Y,OGI,0.16946093044048416
2026-08-12,CL,6Y,OGI,0.16946093044048416
2026-08-12,CL,7Y,OGI,0.16946093044048416
2026-08-12,CL,8Y,OGI,0.16946093044048416
2026-08-12,CL,9Y,OGI,0.16946093044048416
2026-08-12,CL,10Y,OGI,0.16946093044048416
2026-08-12,CL,1D,ORANGE,0.33627355451309116
2026-08-12,CL,1W,ORANGE,0.33627355451309116
2026-08-12,CL,2W,ORANGE,0.33627355451309116
2026-08-12,CL,1M,ORANGE,0.33627355451309116
2026-08-12,CL,2M,ORANGE,0.33627355451309116
2026-08-12,CL,3M,ORANGE,0.33627355451309116
2026-08-12,CL,6M,ORANGE,0.33627355451309116
2026-08-12,CL,9M,ORANGE,0.33627355451309116
2026-08-12,CL,1Y,ORANGE,0.33627355451309116
2026-08-12,CL,2Y,ORANGE,0.33627355451309116
2026-08-12,CL,3Y,ORANGE,0.33627355451309116
2026-08-12,CL,4Y,ORANGE,0.33627355451309116
2026-08-12,CL,5Y,ORANGE,0.33627355451309116
2026-08-12,CL,6Y,ORANGE,0.33627355451309116
2026-08-12,CL,7Y,ORANGE,0.33627355451309116
2026-08-12,CL,8Y,ORANGE,0.33627355451309116
2026-08-12,CL,9Y,ORANGE,0.33627355451309116
2026-08-12,CL,10Y,ORANGE,0.33627355451309116
2026-08-12,CL,1D,OZON,0.48107844167211333
2026-08-12,CL,1W,OZON,0.48107844167211333
2026-08-12,CL,2W,OZON,0.48107844167211333
2026-08-12,CL,1M,OZON,0.48107844167211333
2026-08-12,CL,2M,OZON,0.41411013878831604
2026-08-12,CL,3M,OZON,0.3303997601835694
2026-08-12,CL,6M,OZON,0.227156959904382
2026-08-12,CL,9M,OZON,0.227156959904382
2026-08-12,CL,1Y,OZON,0.227156959904382
2026-08-12,CL,2Y,OZON,0.227156959904382
2026-08-12,CL,3Y,OZON,0.227156959904382
2026-08-12,CL,4Y,OZON,0.227156959904382
2026-08-12,CL,5Y,OZON,0.227156959904382
2026-08-12,CL,6Y,OZON,0.227156959904382
2026-08-12,CL,7Y,OZON,0.227156959904382
2026-08-12,CL,8Y,OZON,0.227156959904382
2026-08-12,CL,9Y,OZON,0.227156959904382
2026-08-12,CL,10Y,OZON,0.227156959904382
2026-08-12,CL,1D,PDD,0.16900043063985762
2026-08-12,CL,1W,PDD,0.16900043063985762
2026-08-12,CL,2W,PDD,0.16900043063985762
2026-08-12,CL,1M,PDD,0.16900043063985762
2026-08-12,CL,2M,PDD,0.16900043063985762
2026-08-12,CL,3M,PDD,0.16900043063985762
2026-08-12,CL,6M,PDD,0.16900043063985762
2026-08-12,CL,9M,PDD,0.16900043063985762
2026-08-12,CL,1Y,PDD,0.16900043063985762
2026-08-12,CL,2Y,PDD,0.16900043063985762
2026-08-12,CL,3Y,PDD,0.16900043063985762
2026-08-12,CL,4Y,PDD,0.16900043063985762
2026-08-12,CL,5Y,PDD,0.16900043063985762
2026-08-12,CL,6Y,PDD,0.16900043063985762
2026-08-12,CL,7Y,PDD,0.16900043063985762
2026-08-12,CL,8Y,PDD,0.16900043063985762
2026-08-12,CL,9Y,PDD,0.16900043063985762
2026-08-12,CL,10Y,PDD,0.16900043063985762
2026-08-12,CL,1D,PHOR,0.007086415727159063
2026-08-12,CL,1W,PHOR,0.007086415727159063
2026-08-12,CL,2W,PHOR,0.007086415727159063
2026-08-12,CL,1M,PHOR,0.007086415727159063
2026-08-12,CL,2M,PHOR,0.022637093601810567
2026-08-12,CL,3M,PHOR,0.04207544094512494
2026-08-12,CL,6M,PHOR,0.066049402668546
2026-08-12,CL,9M,PHOR,0.066049402668546
2026-08-12,CL,1Y,PHOR,0.066049402668546
2026-08-12,CL,2Y,PHOR,0.066049402668546
2026-08-12,CL,3Y,PHOR,0.066049402668546
2026-08-12,CL,4Y,PHOR,0.066049402668546
2026-08-12,CL,5Y,PHOR,0.066049402668546
2026-08-12,CL,6Y,PHOR,0.066049402668546
2026-08-12,CL,7Y,PHOR,0.066049402668546
2026-08-12,CL,8Y,PHOR,0.066049402668546
2026-08-12,CL,9Y,PHOR,0.066049402668546
2026-08-12,CL,10Y,PHOR,0.066049402668546
2026-08-12,CL,1D,PIKK,-0.3673653902931986
2026-08-12,CL,1W,PIKK,-0.3673653902931986
2026-08-12,CL,2W,PIKK,-0.3673653902931986
2026-08-12,CL,1M,PIKK,-0.3673653902931986
2026-08-12,CL,2M,PIKK,-0.3673653902931986
2026-08-12,CL,3M,PIKK,-0.3673653902931986
2026-08-12,CL,6M,PIKK,-0.3673653902931986
2026-08-12,CL,9M,PIKK,-0.3673653902931986
2026-08-12,CL,1Y,PIKK,-0.3673653902931986
2026-08-12,CL,2Y,PIKK,-0.3673653902931986
2026-08-12,CL,3Y,PIKK,-0.3673653902931986
2026-08-12,CL,4Y,PIKK,-0.3673653902931986
2026-08-12,CL,5Y,PIKK,-0.3673653902931986
2026-08-12,CL,6Y,PIKK,-0.3673653902931986
2026-08-12,CL,7Y,PIKK,-0.3673653902931986
2026-08-12,CL,8Y,PIKK,-0.3673653902931986
2026-08-12,CL,9Y,PIKK,-0.3673653902931986
2026-08-12,CL,10Y,PIKK,-0.3673653902931986
2026-08-12,CL,1D,PLD,0.08321363550043658
2026-08-12,CL,1W,PLD,0.08321363550043658
2026-08-12,CL,2W,PLD,0.08321363550043658
2026-08-12,CL,1M,PLD,0.08321363550043658
2026-08-12,CL,2M,PLD,0.08321363550043658
2026-08-12,CL,3M,PLD,0.08321363550043658
2026-08-12,CL,6M,PLD,0.060139551311465526
2026-08-12,CL,9M,PLD,0.06541844173367706
2026-08-12,CL,1Y,PLD,0.0656160806825872
2026-08-12,CL,2Y,PLD,0.0656160806825872
2026-08-12,CL,3Y,PLD,0.0656160806825872
2026-08-12,CL,4Y,PLD,0.0656160806825872
2026-08-12,CL,5Y,PLD,0.0656160806825872
2026-08-12,CL,6Y,PLD,0.0656160806825872
2026-08-12,CL,7Y,PLD,0.0656160806825872
2026-08-12,CL,8Y,PLD,0.0656160806825872
2026-08-12,CL,9Y,PLD,0.0656160806825872
2026-08-12,CL,10Y,PLD,0.0656160806825872
2026-08-12,CL,1D,PLDM,0.09278476951819847
2026-08-12,CL,1W,PLDM,0.09278476951819847
2026-08-12,CL,2W,PLDM,0.09278476951819847
2026-08-12,CL,1M,PLDM,0.09278476951819847
2026-08-12,CL,2M,PLDM,0.09278476951819847
2026-08-12,CL,3M,PLDM,0.09278476951819847
2026-08-12,CL,6M,PLDM,0.06557024197600339
2026-08-12,CL,9M,PLDM,0.07438640815243813
2026-08-12,CL,1Y,PLDM,0.07470780799083972
2026-08-12,CL,2Y,PLDM,0.07470780799083972
2026-08-12,CL,3Y,PLDM,0.07470780799083972
2026-08-12,CL,4Y,PLDM,0.07470780799083972
2026-08-12,CL,5Y,PLDM,0.07470780799083972
2026-08-12,CL,6Y,PLDM,0.07470780799083972
2026-08-12,CL,7Y,PLDM,0.07470780799083972
2026-08-12,CL,8Y,PLDM,0.07470780799083972
2026-08-12,CL,9Y,PLDM,0.07470780799083972
2026-08-12,CL,10Y,PLDM,0.07470780799083972
2026-08-12,CL,1D,PLT,0.08474544899587257
2026-08-12,CL,1W,PLT,0.08474544899587257
2026-08-12,CL,2W,PLT,0.08474544899587257
2026-08-12,CL,1M,PLT,0.08474544899587257
2026-08-12,CL,2M,PLT,0.08474544899587257
2026-08-12,CL,3M,PLT,0.08474544899587257
2026-08-12,CL,6M,PLT,0.07523193574015453
2026-08-12,CL,9M,PLT,0.06950983354740442
2026-08-12,CL,1Y,PLT,0.06932205006860846
2026-08-12,CL,2Y,PLT,0.06932205006860846
2026-08-12,CL,3Y,PLT,0.06932205006860846
2026-08-12,CL,4Y,PLT,0.06932205006860846
2026-08-12,CL,5Y,PLT,0.06932205006860846
2026-08-12,CL,6Y,PLT,0.06932205006860846
2026-08-12,CL,7Y,PLT,0.06932205006860846
2026-08-12,CL,8Y,PLT,0.06932205006860846
2026-08-12,CL,9Y,PLT,0.06932205006860846
2026-08-12,CL,10Y,PLT,0.06932205006860846
2026-08-12,CL,1D,PLTM,0.0902222460628418
2026-08-12,CL,1W,PLTM,0.0902222460628418
2026-08-12,CL,2W,PLTM,0.0902222460628418
2026-08-12,CL,1M,PLTM,0.0902222460628418
2026-08-12,CL,2M,PLTM,0.0902222460628418
2026-08-12,CL,3M,PLTM,0.0902222460628418
2026-08-12,CL,6M,PLTM,0.10445688699702736
2026-08-12,CL,9M,PLTM,0.08961381271165374
2026-08-12,CL,1Y,PLTM,0.08909689383016754
2026-08-12,CL,2Y,PLTM,0.08909689383016754
2026-08-12,CL,3Y,PLTM,0.08909689383016754
2026-08-12,CL,4Y,PLTM,0.08909689383016754
2026-08-12,CL,5Y,PLTM,0.08909689383016754
2026-08-12,CL,6Y,PLTM,0.08909689383016754
2026-08-12,CL,7Y,PLTM,0.08909689383016754
2026-08-12,CL,8Y,PLTM,0.08909689383016754
2026-08-12,CL,9Y,PLTM,0.08909689383016754
2026-08-12,CL,10Y,PLTM,0.08909689383016754
2026-08-12,CL,1D,PLZLM,-0.06980989928791026
2026-08-12,CL,1W,PLZLM,-0.06980989928791026
2026-08-12,CL,2W,PLZLM,-0.06980989928791026
2026-08-12,CL,1M,PLZLM,-0.06980989928791026
2026-08-12,CL,2M,PLZLM,-0.03081904183168642
2026-08-12,CL,3M,PLZLM,0.01791952998859339
2026-08-12,CL,6M,PLZLM,0.07803043523360513
2026-08-12,CL,9M,PLZLM,0.07803043523360513
2026-08-12,CL,1Y,PLZLM,0.07803043523360513
2026-08-12,CL,2Y,PLZLM,0.07803043523360513
2026-08-12,CL,3Y,PLZLM,0.07803043523360513
2026-08-12,CL,4Y,PLZLM,0.07803043523360513
2026-08-12,CL,5Y,PLZLM,0.07803043523360513
2026-08-12,CL,6Y,PLZLM,0.07803043523360513
2026-08-12,CL,7Y,PLZLM,0.07803043523360513
2026-08-12,CL,8Y,PLZLM,0.07803043523360513
2026-08-12,CL,9Y,PLZLM,0.07803043523360513
2026-08-12,CL,10Y,PLZLM,0.07803043523360513
2026-08-12,CL,1D,POSI,-0.05175960801525293
2026-08-12,CL,1W,POSI,-0.05175960801525293
2026-08-12,CL,2W,POSI,-0.05175960801525293
2026-08-12,CL,1M,POSI,-0.05175960801525293
2026-08-12,CL,2M,POSI,-0.02501055865625639
2026-08-12,CL,3M,POSI,0.008425753042489277
2026-08-12,CL,6M,POSI,0.04966387080427561
2026-08-12,CL,9M,POSI,0.04966387080427561
2026-08-12,CL,1Y,POSI,0.04966387080427561
2026-08-12,CL,2Y,POSI,0.04966387080427561
2026-08-12,CL,3Y,POSI,0.04966387080427561
2026-08-12,CL,4Y,POSI,0.04966387080427561
2026-08-12,CL,5Y,POSI,0.04966387080427561
2026-08-12,CL,6Y,POSI,0.04966387080427561
2026-08-12,CL,7Y,POSI,0.04966387080427561
2026-08-12,CL,8Y,POSI,0.04966387080427561
