Date,cl_period,KEY_PERIOD,BC,r
2026-08-12,CL,2W,SLVRUBTOM,0.09888096371008567
2026-08-12,CL,1M,SLVRUBTOM,0.09888096371008567
2026-08-12,CL,2M,SLVRUBTOM,0.09888096371008567
2026-08-12,CL,3M,SLVRUBTOM,0.09888096371008567
2026-08-12,CL,6M,SLVRUBTOM,0.09799672829222827
2026-08-12,CL,9M,SLVRUBTOM,0.098023875055133
2026-08-12,CL,1Y,SLVRUBTOM,0.09802547791496481
2026-08-12,CL,2Y,SLVRUBTOM,0.09802547791496481
2026-08-12,CL,3Y,SLVRUBTOM,0.09802547791496481
2026-08-12,CL,4Y,SLVRUBTOM,0.09802547791496481
2026-08-12,CL,5Y,SLVRUBTOM,0.09802547791496481
2026-08-12,CL,6Y,SLVRUBTOM,0.09802547791496481
2026-08-12,CL,7Y,SLVRUBTOM,0.09802547791496481
2026-08-12,CL,8Y,SLVRUBTOM,0.09802547791496481
2026-08-12,CL,9Y,SLVRUBTOM,0.09802547791496481
2026-08-12,CL,10Y,SLVRUBTOM,0.09802547791496481
2026-08-12,CL,1D,SMLT,-0.17289632665812682
2026-08-12,CL,1W,SMLT,-0.17289632665812682
2026-08-12,CL,2W,SMLT,-0.17289632665812682
2026-08-12,CL,1M,SMLT,-0.17289632665812682
2026-08-12,CL,2M,SMLT,-0.12182447618640253
2026-08-12,CL,3M,SMLT,-0.057984663096747185
2026-08-12,CL,6M,SMLT,0.020751106380494412
2026-08-12,CL,9M,SMLT,0.020751106380494412
2026-08-12,CL,1Y,SMLT,0.020751106380494412
2026-08-12,CL,2Y,SMLT,0.020751106380494412
2026-08-12,CL,3Y,SMLT,0.020751106380494412
2026-08-12,CL,4Y,SMLT,0.020751106380494412
2026-08-12,CL,5Y,SMLT,0.020751106380494412
2026-08-12,CL,6Y,SMLT,0.020751106380494412
2026-08-12,CL,7Y,SMLT,0.020751106380494412
2026-08-12,CL,8Y,SMLT,0.020751106380494412
2026-08-12,CL,9Y,SMLT,0.020751106380494412
2026-08-12,CL,10Y,SMLT,0.020751106380494412
2026-08-12,CL,1D,SNGP,0.19367575746398785
2026-08-12,CL,1W,SNGP,0.19367575746398785
2026-08-12,CL,2W,SNGP,0.19367575746398785
2026-08-12,CL,1M,SNGP,0.19367575746398785
2026-08-12,CL,2M,SNGP,0.18356155820375838
2026-08-12,CL,3M,SNGP,0.17091880912847152
2026-08-12,CL,6M,SNGP,0.1553260852689511
2026-08-12,CL,9M,SNGP,0.1553260852689511
2026-08-12,CL,1Y,SNGP,0.1553260852689511
2026-08-12,CL,2Y,SNGP,0.1553260852689511
2026-08-12,CL,3Y,SNGP,0.1553260852689511
2026-08-12,CL,4Y,SNGP,0.1553260852689511
2026-08-12,CL,5Y,SNGP,0.1553260852689511
2026-08-12,CL,6Y,SNGP,0.1553260852689511
2026-08-12,CL,7Y,SNGP,0.1553260852689511
2026-08-12,CL,8Y,SNGP,0.1553260852689511
2026-08-12,CL,9Y,SNGP,0.1553260852689511
2026-08-12,CL,10Y,SNGP,0.1553260852689511
2026-08-12,CL,1D,SNGR,0.1573695056793777
2026-08-12,CL,1W,SNGR,0.1573695056793777
2026-08-12,CL,2W,SNGR,0.1573695056793777
2026-08-12,CL,1M,SNGR,0.1573695056793777
2026-08-12,CL,2M,SNGR,0.15194490335612512
2026-08-12,CL,3M,SNGR,0.1451641504520594
2026-08-12,CL,6M,SNGR,0.13680122187037835
2026-08-12,CL,9M,SNGR,0.13680122187037835
2026-08-12,CL,1Y,SNGR,0.13680122187037835
2026-08-12,CL,2Y,SNGR,0.13680122187037835
2026-08-12,CL,3Y,SNGR,0.13680122187037835
2026-08-12,CL,4Y,SNGR,0.13680122187037835
2026-08-12,CL,5Y,SNGR,0.13680122187037835
2026-08-12,CL,6Y,SNGR,0.13680122187037835
2026-08-12,CL,7Y,SNGR,0.13680122187037835
2026-08-12,CL,8Y,SNGR,0.13680122187037835
2026-08-12,CL,9Y,SNGR,0.13680122187037835
2026-08-12,CL,10Y,SNGR,0.13680122187037835
2026-08-12,CL,1D,SOFL,-0.058856614354078934
2026-08-12,CL,1W,SOFL,-0.058856614354078934
2026-08-12,CL,2W,SOFL,-0.058856614354078934
2026-08-12,CL,1M,SOFL,-0.058856614354078934
2026-08-12,CL,2M,SOFL,-0.023466385098719914
2026-08-12,CL,3M,SOFL,0.02077140147047886
2026-08-12,CL,6M,SOFL,0.07533133823915736
2026-08-12,CL,9M,SOFL,0.07533133823915736
2026-08-12,CL,1Y,SOFL,0.07533133823915736
2026-08-12,CL,2Y,SOFL,0.07533133823915736
2026-08-12,CL,3Y,SOFL,0.07533133823915736
2026-08-12,CL,4Y,SOFL,0.07533133823915736
2026-08-12,CL,5Y,SOFL,0.07533133823915736
2026-08-12,CL,6Y,SOFL,0.07533133823915736
2026-08-12,CL,7Y,SOFL,0.07533133823915736
2026-08-12,CL,8Y,SOFL,0.07533133823915736
2026-08-12,CL,9Y,SOFL,0.07533133823915736
2026-08-12,CL,10Y,SOFL,0.07533133823915736
2026-08-12,CL,1D,SOL,0.17878216757755305
2026-08-12,CL,1W,SOL,0.17878216757755305
2026-08-12,CL,2W,SOL,0.17878216757755305
2026-08-12,CL,1M,SOL,0.17808887925751657
2026-08-12,CL,2M,SOL,0.16768955445696943
2026-08-12,CL,3M,SOL,0.1666496219769147
2026-08-12,CL,6M,SOL,0.1666496219769147
2026-08-12,CL,9M,SOL,0.1666496219769147
2026-08-12,CL,1Y,SOL,0.1666496219769147
2026-08-12,CL,2Y,SOL,0.1666496219769147
2026-08-12,CL,3Y,SOL,0.1666496219769147
2026-08-12,CL,4Y,SOL,0.1666496219769147
2026-08-12,CL,5Y,SOL,0.1666496219769147
2026-08-12,CL,6Y,SOL,0.1666496219769147
2026-08-12,CL,7Y,SOL,0.1666496219769147
2026-08-12,CL,8Y,SOL,0.1666496219769147
2026-08-12,CL,9Y,SOL,0.1666496219769147
2026-08-12,CL,10Y,SOL,0.1666496219769147
2026-08-12,CL,1D,SONY,0.006783915377833489
2026-08-12,CL,1W,SONY,0.006783915377833489
2026-08-12,CL,2W,SONY,0.006783915377833489
2026-08-12,CL,1M,SONY,0.006783915377833489
2026-08-12,CL,2M,SONY,0.006783915377833489
2026-08-12,CL,3M,SONY,0.006783915377833489
2026-08-12,CL,6M,SONY,0.006783915377833489
2026-08-12,CL,9M,SONY,0.006783915377833489
2026-08-12,CL,1Y,SONY,0.006783915377833489
2026-08-12,CL,2Y,SONY,0.006783915377833489
2026-08-12,CL,3Y,SONY,0.006783915377833489
2026-08-12,CL,4Y,SONY,0.006783915377833489
2026-08-12,CL,5Y,SONY,0.006783915377833489
2026-08-12,CL,6Y,SONY,0.006783915377833489
2026-08-12,CL,7Y,SONY,0.006783915377833489
2026-08-12,CL,8Y,SONY,0.006783915377833489
2026-08-12,CL,9Y,SONY,0.006783915377833489
2026-08-12,CL,10Y,SONY,0.006783915377833489
2026-08-12,CL,1D,SOXQ,0.0721843406609469
2026-08-12,CL,1W,SOXQ,0.0721843406609469
2026-08-12,CL,2W,SOXQ,0.0721843406609469
2026-08-12,CL,1M,SOXQ,0.0721843406609469
2026-08-12,CL,2M,SOXQ,0.0721843406609469
2026-08-12,CL,3M,SOXQ,0.0721843406609469
2026-08-12,CL,6M,SOXQ,0.0721843406609469
2026-08-12,CL,9M,SOXQ,0.0721843406609469
2026-08-12,CL,1Y,SOXQ,0.0721843406609469
2026-08-12,CL,2Y,SOXQ,0.0721843406609469
2026-08-12,CL,3Y,SOXQ,0.0721843406609469
2026-08-12,CL,4Y,SOXQ,0.0721843406609469
2026-08-12,CL,5Y,SOXQ,0.0721843406609469
2026-08-12,CL,6Y,SOXQ,0.0721843406609469
2026-08-12,CL,7Y,SOXQ,0.0721843406609469
2026-08-12,CL,8Y,SOXQ,0.0721843406609469
2026-08-12,CL,9Y,SOXQ,0.0721843406609469
2026-08-12,CL,10Y,SOXQ,0.0721843406609469
2026-08-12,CL,1D,SP500F,2.3613164180090864e-05
2026-08-12,CL,1W,SP500F,2.3613164180090864e-05
2026-08-12,CL,2W,SP500F,2.3613164180090864e-05
2026-08-12,CL,1M,SP500F,2.3613164180090864e-05
2026-08-12,CL,2M,SP500F,2.3613164180090864e-05
2026-08-12,CL,3M,SP500F,2.3613164180090864e-05
2026-08-12,CL,6M,SP500F,2.3613164180090864e-05
2026-08-12,CL,9M,SP500F,2.3613164180090864e-05
2026-08-12,CL,1Y,SP500F,2.3613164180090864e-05
2026-08-12,CL,2Y,SP500F,2.3613164180090864e-05
2026-08-12,CL,3Y,SP500F,2.3613164180090864e-05
2026-08-12,CL,4Y,SP500F,2.3613164180090864e-05
2026-08-12,CL,5Y,SP500F,2.3613164180090864e-05
2026-08-12,CL,6Y,SP500F,2.3613164180090864e-05
2026-08-12,CL,7Y,SP500F,2.3613164180090864e-05
2026-08-12,CL,8Y,SP500F,2.3613164180090864e-05
2026-08-12,CL,9Y,SP500F,2.3613164180090864e-05
2026-08-12,CL,10Y,SP500F,2.3613164180090864e-05
2026-08-12,CL,1D,SPBE,-0.234479346644629
2026-08-12,CL,1W,SPBE,-0.234479346644629
2026-08-12,CL,2W,SPBE,-0.234479346644629
2026-08-12,CL,1M,SPBE,-0.234479346644629
2026-08-12,CL,2M,SPBE,-0.16762440649988475
2026-08-12,CL,3M,SPBE,-0.08405573131895447
2026-08-12,CL,6M,SPBE,0.019012301404192928
2026-08-12,CL,9M,SPBE,0.019012301404192928
2026-08-12,CL,1Y,SPBE,0.019012301404192928
2026-08-12,CL,2Y,SPBE,0.019012301404192928
2026-08-12,CL,3Y,SPBE,0.019012301404192928
2026-08-12,CL,4Y,SPBE,0.019012301404192928
2026-08-12,CL,5Y,SPBE,0.019012301404192928
2026-08-12,CL,6Y,SPBE,0.019012301404192928
2026-08-12,CL,7Y,SPBE,0.019012301404192928
2026-08-12,CL,8Y,SPBE,0.019012301404192928
2026-08-12,CL,9Y,SPBE,0.019012301404192928
2026-08-12,CL,10Y,SPBE,0.019012301404192928
2026-08-12,CL,1D,SPYF,0.008753719653019491
2026-08-12,CL,1W,SPYF,0.008753719653019491
2026-08-12,CL,2W,SPYF,0.008753719653019491
2026-08-12,CL,1M,SPYF,0.008753719653019491
2026-08-12,CL,2M,SPYF,0.008753719653019491
2026-08-12,CL,3M,SPYF,0.008753719653019491
2026-08-12,CL,6M,SPYF,0.00844141367969709
2026-08-12,CL,9M,SPYF,0.007079753664076307
2026-08-12,CL,1Y,SPYF,0.007033572690081055
2026-08-12,CL,2Y,SPYF,0.007033572690081055
2026-08-12,CL,3Y,SPYF,0.007033572690081055
2026-08-12,CL,4Y,SPYF,0.007033572690081055
2026-08-12,CL,5Y,SPYF,0.007033572690081055
2026-08-12,CL,6Y,SPYF,0.007033572690081055
2026-08-12,CL,7Y,SPYF,0.007033572690081055
2026-08-12,CL,8Y,SPYF,0.007033572690081055
2026-08-12,CL,9Y,SPYF,0.007033572690081055
2026-08-12,CL,10Y,SPYF,0.007033572690081055
2026-08-12,CL,1D,STOX,-0.03247144424011196
2026-08-12,CL,1W,STOX,-0.03247144424011196
2026-08-12,CL,2W,STOX,-0.03247144424011196
2026-08-12,CL,1M,STOX,-0.03247144424011196
2026-08-12,CL,2M,STOX,-0.03247144424011196
2026-08-12,CL,3M,STOX,-0.03247144424011196
2026-08-12,CL,6M,STOX,-0.03247144424011196
2026-08-12,CL,9M,STOX,-0.03247144424011196
2026-08-12,CL,1Y,STOX,-0.03247144424011196
2026-08-12,CL,2Y,STOX,-0.03247144424011196
2026-08-12,CL,3Y,STOX,-0.03247144424011196
2026-08-12,CL,4Y,STOX,-0.03247144424011196
2026-08-12,CL,5Y,STOX,-0.03247144424011196
2026-08-12,CL,6Y,STOX,-0.03247144424011196
2026-08-12,CL,7Y,STOX,-0.03247144424011196
2026-08-12,CL,8Y,STOX,-0.03247144424011196
2026-08-12,CL,9Y,STOX,-0.03247144424011196
2026-08-12,CL,10Y,STOX,-0.03247144424011196
2026-08-12,CL,1D,SUGAR,0.45911236002000094
2026-08-12,CL,1W,SUGAR,0.45911236002000094
2026-08-12,CL,2W,SUGAR,0.45911236002000094
2026-08-12,CL,1M,SUGAR,0.45911236002000094
2026-08-12,CL,2M,SUGAR,0.2131357500957584
2026-08-12,CL,3M,SUGAR,0.19556599224402677
2026-08-12,CL,6M,SUGAR,0.19556599224402677
2026-08-12,CL,9M,SUGAR,0.19556599224402677
2026-08-12,CL,1Y,SUGAR,0.19556599224402677
2026-08-12,CL,2Y,SUGAR,0.19556599224402677
2026-08-12,CL,3Y,SUGAR,0.19556599224402677
2026-08-12,CL,4Y,SUGAR,0.19556599224402677
2026-08-12,CL,5Y,SUGAR,0.19556599224402677
2026-08-12,CL,6Y,SUGAR,0.19556599224402677
2026-08-12,CL,7Y,SUGAR,0.19556599224402677
2026-08-12,CL,8Y,SUGAR,0.19556599224402677
2026-08-12,CL,9Y,SUGAR,0.19556599224402677
2026-08-12,CL,10Y,SUGAR,0.19556599224402677
2026-08-12,CL,1D,SUGR,0.24063764518632136
2026-08-12,CL,1W,SUGR,0.24063764518632136
2026-08-12,CL,2W,SUGR,0.24063764518632136
2026-08-12,CL,1M,SUGR,0.24063764518632136
2026-08-12,CL,2M,SUGR,0.24063764518632136
2026-08-12,CL,3M,SUGR,0.24063764518632136
2026-08-12,CL,6M,SUGR,0.24063764518632136
2026-08-12,CL,9M,SUGR,0.24063764518632136
2026-08-12,CL,1Y,SUGR,0.24063764518632136
2026-08-12,CL,2Y,SUGR,0.24063764518632136
2026-08-12,CL,3Y,SUGR,0.24063764518632136
2026-08-12,CL,4Y,SUGR,0.24063764518632136
2026-08-12,CL,5Y,SUGR,0.24063764518632136
2026-08-12,CL,6Y,SUGR,0.24063764518632136
2026-08-12,CL,7Y,SUGR,0.24063764518632136
2026-08-12,CL,8Y,SUGR,0.24063764518632136
2026-08-12,CL,9Y,SUGR,0.24063764518632136
2026-08-12,CL,10Y,SUGR,0.24063764518632136
2026-08-12,CL,1D,SVCB,0.25164537410939825
2026-08-12,CL,1W,SVCB,0.25164537410939825
2026-08-12,CL,2W,SVCB,0.25164537410939825
2026-08-12,CL,1M,SVCB,0.25164537410939825
2026-08-12,CL,2M,SVCB,0.2302777860881188
2026-08-12,CL,3M,SVCB,0.20356830106151952
2026-08-12,CL,6M,SVCB,0.17062660286204703
2026-08-12,CL,9M,SVCB,0.17062660286204703
2026-08-12,CL,1Y,SVCB,0.17062660286204703
2026-08-12,CL,2Y,SVCB,0.17062660286204703
2026-08-12,CL,3Y,SVCB,0.17062660286204703
2026-08-12,CL,4Y,SVCB,0.17062660286204703
2026-08-12,CL,5Y,SVCB,0.17062660286204703
2026-08-12,CL,6Y,SVCB,0.17062660286204703
2026-08-12,CL,7Y,SVCB,0.17062660286204703
2026-08-12,CL,8Y,SVCB,0.17062660286204703
2026-08-12,CL,9Y,SVCB,0.17062660286204703
2026-08-12,CL,10Y,SVCB,0.17062660286204703
2026-08-12,CL,1D,Si,0.06540928829909652
2026-08-12,CL,1W,Si,0.06540928829909652
2026-08-12,CL,2W,Si,0.06540928829909652
2026-08-12,CL,1M,Si,0.06540928829909652
2026-08-12,CL,2M,Si,0.06540928829909652
2026-08-12,CL,3M,Si,0.06540928829909652
2026-08-12,CL,6M,Si,0.07973316161600479
2026-08-12,CL,9M,Si,0.08321264824089049
2026-08-12,CL,1Y,Si,0.09201950022909162
2026-08-12,CL,2Y,Si,0.09439550006116343
2026-08-12,CL,3Y,Si,0.09439550006116343
2026-08-12,CL,4Y,Si,0.09439550006116343
2026-08-12,CL,5Y,Si,0.09439550006116343
2026-08-12,CL,6Y,Si,0.09439550006116343
2026-08-12,CL,7Y,Si,0.09439550006116343
2026-08-12,CL,8Y,Si,0.09439550006116343
2026-08-12,CL,9Y,Si,0.09439550006116343
2026-08-12,CL,10Y,Si,0.09439550006116343
2026-08-12,CL,1D,T,0.12996007061970002
2026-08-12,CL,1W,T,0.12996007061970002
2026-08-12,CL,2W,T,0.12996007061970002
2026-08-12,CL,1M,T,0.12996007061970002
2026-08-12,CL,2M,T,0.13228790065384063
2026-08-12,CL,3M,T,0.13519768819651642
2026-08-12,CL,6M,T,0.13878642616581655
2026-08-12,CL,9M,T,0.13878642616581655
2026-08-12,CL,1Y,T,0.13878642616581655
2026-08-12,CL,2Y,T,0.13878642616581655
2026-08-12,CL,3Y,T,0.13878642616581655
2026-08-12,CL,4Y,T,0.13878642616581655
2026-08-12,CL,5Y,T,0.13878642616581655
2026-08-12,CL,6Y,T,0.13878642616581655
2026-08-12,CL,7Y,T,0.13878642616581655
2026-08-12,CL,8Y,T,0.13878642616581655
2026-08-12,CL,9Y,T,0.13878642616581655
2026-08-12,CL,10Y,T,0.13878642616581655
2026-08-12,CL,1D,TATN,0.28138971289027487
2026-08-12,CL,1W,TATN,0.28138971289027487
2026-08-12,CL,2W,TATN,0.28138971289027487
2026-08-12,CL,1M,TATN,0.28138971289027487
2026-08-12,CL,2M,TATN,0.2437675853850852
2026-08-12,CL,3M,TATN,0.19673992600359813
2026-08-12,CL,6M,TATN,0.13873914609976404
2026-08-12,CL,9M,TATN,0.13873914609976404
2026-08-12,CL,1Y,TATN,0.13873914609976404
2026-08-12,CL,2Y,TATN,0.13873914609976404
2026-08-12,CL,3Y,TATN,0.13873914609976404
2026-08-12,CL,4Y,TATN,0.13873914609976404
2026-08-12,CL,5Y,TATN,0.13873914609976404
2026-08-12,CL,6Y,TATN,0.13873914609976404
2026-08-12,CL,7Y,TATN,0.13873914609976404
2026-08-12,CL,8Y,TATN,0.13873914609976404
2026-08-12,CL,9Y,TATN,0.13873914609976404
2026-08-12,CL,10Y,TATN,0.13873914609976404
2026-08-12,CL,1D,TATP,0.322069849288225
2026-08-12,CL,1W,TATP,0.322069849288225
2026-08-12,CL,2W,TATP,0.322069849288225
2026-08-12,CL,1M,TATP,0.322069849288225
2026-08-12,CL,2M,TATP,0.2776069633172161
2026-08-12,CL,3M,TATP,0.22202835585345496
2026-08-12,CL,6M,TATP,0.15348140664814955
2026-08-12,CL,9M,TATP,0.15348140664814955
2026-08-12,CL,1Y,TATP,0.15348140664814955
2026-08-12,CL,2Y,TATP,0.15348140664814955
2026-08-12,CL,3Y,TATP,0.15348140664814955
2026-08-12,CL,4Y,TATP,0.15348140664814955
2026-08-12,CL,5Y,TATP,0.15348140664814955
2026-08-12,CL,6Y,TATP,0.15348140664814955
2026-08-12,CL,7Y,TATP,0.15348140664814955
2026-08-12,CL,8Y,TATP,0.15348140664814955
2026-08-12,CL,9Y,TATP,0.15348140664814955
2026-08-12,CL,10Y,TATP,0.15348140664814955
2026-08-12,CL,1D,TENCENT,0.07466911774124635
2026-08-12,CL,1W,TENCENT,0.07466911774124635
2026-08-12,CL,2W,TENCENT,0.07466911774124635
2026-08-12,CL,1M,TENCENT,0.07466911774124635
2026-08-12,CL,2M,TENCENT,0.07466911774124635
2026-08-12,CL,3M,TENCENT,0.07466911774124635
2026-08-12,CL,6M,TENCENT,0.07466911774124635
2026-08-12,CL,9M,TENCENT,0.07466911774124635
2026-08-12,CL,1Y,TENCENT,0.07466911774124635
2026-08-12,CL,2Y,TENCENT,0.07466911774124635
2026-08-12,CL,3Y,TENCENT,0.07466911774124635
2026-08-12,CL,4Y,TENCENT,0.07466911774124635
2026-08-12,CL,5Y,TENCENT,0.07466911774124635
2026-08-12,CL,6Y,TENCENT,0.07466911774124635
2026-08-12,CL,7Y,TENCENT,0.07466911774124635
2026-08-12,CL,8Y,TENCENT,0.07466911774124635
2026-08-12,CL,9Y,TENCENT,0.07466911774124635
2026-08-12,CL,10Y,TENCENT,0.07466911774124635
2026-08-12,CL,1D,TLT,0.0004846823776048144
2026-08-12,CL,1W,TLT,0.0004846823776048144
2026-08-12,CL,2W,TLT,0.0004846823776048144
2026-08-12,CL,1M,TLT,0.0004846823776048144
2026-08-12,CL,2M,TLT,0.0004846823776048144
2026-08-12,CL,3M,TLT,0.0004846823776048144
2026-08-12,CL,6M,TLT,0.0004846823776048144
2026-08-12,CL,9M,TLT,0.0004846823776048144
2026-08-12,CL,1Y,TLT,0.0004846823776048144
2026-08-12,CL,2Y,TLT,0.0004846823776048144
2026-08-12,CL,3Y,TLT,0.0004846823776048144
2026-08-12,CL,4Y,TLT,0.0004846823776048144
2026-08-12,CL,5Y,TLT,0.0004846823776048144
2026-08-12,CL,6Y,TLT,0.0004846823776048144
2026-08-12,CL,7Y,TLT,0.0004846823776048144
2026-08-12,CL,8Y,TLT,0.0004846823776048144
2026-08-12,CL,9Y,TLT,0.0004846823776048144
2026-08-12,CL,10Y,TLT,0.0004846823776048144
2026-08-12,CL,1D,TOYOTA,0.023648771878558975
2026-08-12,CL,1W,TOYOTA,0.023648771878558975
2026-08-12,CL,2W,TOYOTA,0.023648771878558975
2026-08-12,CL,1M,TOYOTA,0.023648771878558975
2026-08-12,CL,2M,TOYOTA,0.023648771878558975
2026-08-12,CL,3M,TOYOTA,0.023648771878558975
2026-08-12,CL,6M,TOYOTA,0.023648771878558975
2026-08-12,CL,9M,TOYOTA,0.023648771878558975
2026-08-12,CL,1Y,TOYOTA,0.023648771878558975
2026-08-12,CL,2Y,TOYOTA,0.023648771878558975
2026-08-12,CL,3Y,TOYOTA,0.023648771878558975
2026-08-12,CL,4Y,TOYOTA,0.023648771878558975
2026-08-12,CL,5Y,TOYOTA,0.023648771878558975
2026-08-12,CL,6Y,TOYOTA,0.023648771878558975
2026-08-12,CL,7Y,TOYOTA,0.023648771878558975
2026-08-12,CL,8Y,TOYOTA,0.023648771878558975
2026-08-12,CL,9Y,TOYOTA,0.023648771878558975
2026-08-12,CL,10Y,TOYOTA,0.023648771878558975
2026-08-12,CL,1D,TRNF,0.016604498297686555
2026-08-12,CL,1W,TRNF,0.016604498297686555
2026-08-12,CL,2W,TRNF,0.016604498297686555
2026-08-12,CL,1M,TRNF,0.016604498297686555
2026-08-12,CL,2M,TRNF,0.03987512186312411
2026-08-12,CL,3M,TRNF,0.06896340131992107
2026-08-12,CL,6M,TRNF,0.10483894598330397
2026-08-12,CL,9M,TRNF,0.10483894598330397
2026-08-12,CL,1Y,TRNF,0.10483894598330397
2026-08-12,CL,2Y,TRNF,0.10483894598330397
2026-08-12,CL,3Y,TRNF,0.10483894598330397
2026-08-12,CL,4Y,TRNF,0.10483894598330397
2026-08-12,CL,5Y,TRNF,0.10483894598330397
2026-08-12,CL,6Y,TRNF,0.10483894598330397
2026-08-12,CL,7Y,TRNF,0.10483894598330397
2026-08-12,CL,8Y,TRNF,0.10483894598330397
2026-08-12,CL,9Y,TRNF,0.10483894598330397
2026-08-12,CL,10Y,TRNF,0.10483894598330397
2026-08-12,CL,1D,TRX,0.04240514079293752
2026-08-12,CL,1W,TRX,0.04240514079293752
2026-08-12,CL,2W,TRX,0.04240514079293752
2026-08-12,CL,1M,TRX,0.042034965892596116
2026-08-12,CL,2M,TRX,0.03648234238747501
2026-08-12,CL,3M,TRX,0.0359270800369629
2026-08-12,CL,6M,TRX,0.0359270800369629
2026-08-12,CL,9M,TRX,0.0359270800369629
2026-08-12,CL,1Y,TRX,0.0359270800369629
2026-08-12,CL,2Y,TRX,0.0359270800369629
2026-08-12,CL,3Y,TRX,0.0359270800369629
2026-08-12,CL,4Y,TRX,0.0359270800369629
2026-08-12,CL,5Y,TRX,0.0359270800369629
2026-08-12,CL,6Y,TRX,0.0359270800369629
2026-08-12,CL,7Y,TRX,0.0359270800369629
2026-08-12,CL,8Y,TRX,0.0359270800369629
2026-08-12,CL,9Y,TRX,0.0359270800369629
2026-08-12,CL,10Y,TRX,0.0359270800369629
2026-08-12,CL,1D,TRY,-0.07338101354939683
2026-08-12,CL,1W,TRY,-0.07338101354939683
2026-08-12,CL,2W,TRY,-0.07338101354939683
2026-08-12,CL,1M,TRY,-0.07338101354939683
2026-08-12,CL,2M,TRY,-0.07338101354939683
2026-08-12,CL,3M,TRY,-0.07338101354939683
2026-08-12,CL,6M,TRY,-0.07338101354939683
2026-08-12,CL,9M,TRY,-0.07338101354939683
2026-08-12,CL,1Y,TRY,-0.07338101354939683
2026-08-12,CL,2Y,TRY,-0.07338101354939683
2026-08-12,CL,3Y,TRY,-0.07338101354939683
2026-08-12,CL,4Y,TRY,-0.07338101354939683
2026-08-12,CL,5Y,TRY,-0.07338101354939683
2026-08-12,CL,6Y,TRY,-0.07338101354939683
2026-08-12,CL,7Y,TRY,-0.07338101354939683
2026-08-12,CL,8Y,TRY,-0.07338101354939683
2026-08-12,CL,9Y,TRY,-0.07338101354939683
2026-08-12,CL,10Y,TRY,-0.07338101354939683
2026-08-12,CL,1D,TSM,0.12765990095270635
2026-08-12,CL,1W,TSM,0.12765990095270635
2026-08-12,CL,2W,TSM,0.12765990095270635
2026-08-12,CL,1M,TSM,0.12765990095270635
2026-08-12,CL,2M,TSM,0.12765990095270635
2026-08-12,CL,3M,TSM,0.12765990095270635
2026-08-12,CL,6M,TSM,0.12765990095270635
2026-08-12,CL,9M,TSM,0.12765990095270635
2026-08-12,CL,1Y,TSM,0.12765990095270635
2026-08-12,CL,2Y,TSM,0.12765990095270635
2026-08-12,CL,3Y,TSM,0.12765990095270635
2026-08-12,CL,4Y,TSM,0.12765990095270635
2026-08-12,CL,5Y,TSM,0.12765990095270635
2026-08-12,CL,6Y,TSM,0.12765990095270635
2026-08-12,CL,7Y,TSM,0.12765990095270635
2026-08-12,CL,8Y,TSM,0.12765990095270635
2026-08-12,CL,9Y,TSM,0.12765990095270635
2026-08-12,CL,10Y,TSM,0.12765990095270635
2026-08-12,CL,1D,TTF,0.011782512589452312
2026-08-12,CL,1W,TTF,0.011782512589452312
2026-08-12,CL,2W,TTF,0.011782512589452312
2026-08-12,CL,1M,TTF,0.011782512589452312
2026-08-12,CL,2M,TTF,0.011782512589452312
2026-08-12,CL,3M,TTF,0.011782512589452312
2026-08-12,CL,6M,TTF,0.011782512589452312
2026-08-12,CL,9M,TTF,0.011782512589452312
2026-08-12,CL,1Y,TTF,0.011782512589452312
2026-08-12,CL,2Y,TTF,0.011782512589452312
2026-08-12,CL,3Y,TTF,0.011782512589452312
2026-08-12,CL,4Y,TTF,0.011782512589452312
2026-08-12,CL,5Y,TTF,0.011782512589452312
2026-08-12,CL,6Y,TTF,0.011782512589452312
2026-08-12,CL,7Y,TTF,0.011782512589452312
2026-08-12,CL,8Y,TTF,0.011782512589452312
2026-08-12,CL,9Y,TTF,0.011782512589452312
2026-08-12,CL,10Y,TTF,0.011782512589452312
2026-08-12,CL,1D,UCAD,0.0008654631624879709
2026-08-12,CL,1W,UCAD,0.0008654631624879709
2026-08-12,CL,2W,UCAD,0.0008654631624879709
2026-08-12,CL,1M,UCAD,0.0008654631624879709
2026-08-12,CL,2M,UCAD,0.0008654631624879709
2026-08-12,CL,3M,UCAD,0.0008654631624879709
2026-08-12,CL,6M,UCAD,0.0008654631624879709
2026-08-12,CL,9M,UCAD,0.0008654631624879709
2026-08-12,CL,1Y,UCAD,0.0008654631624879709
2026-08-12,CL,2Y,UCAD,0.0008654631624879709
2026-08-12,CL,3Y,UCAD,0.0008654631624879709
2026-08-12,CL,4Y,UCAD,0.0008654631624879709
2026-08-12,CL,5Y,UCAD,0.0008654631624879709
2026-08-12,CL,6Y,UCAD,0.0008654631624879709
2026-08-12,CL,7Y,UCAD,0.0008654631624879709
2026-08-12,CL,8Y,UCAD,0.0008654631624879709
2026-08-12,CL,9Y,UCAD,0.0008654631624879709
2026-08-12,CL,10Y,UCAD,0.0008654631624879709
2026-08-12,CL,1D,UCHF,-0.01641302276135652
2026-08-12,CL,1W,UCHF,-0.01641302276135652
2026-08-12,CL,2W,UCHF,-0.01641302276135652
